,cipbeta5_S3,cipbeta5_S2,cipbeta5_S1
Bacteria|NA|Proteobacteria|Betaproteobacteria|Neisseriales|Chromobacteriaceae|Chromobacterium|Chromobacterium sp. IIBBL 274-1,1,0,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Neisseriales|Chromobacteriaceae|Chromobacterium|Chromobacterium sp. 257-1,1,1,1
Bacteria|NA|Proteobacteria|Betaproteobacteria|Neisseriales|Chromobacteriaceae|Iodobacter|Iodobacter sp. H11R3,2,0,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Neisseriales|Chromobacteriaceae|Vogesella|Vogesella sp. LIG4,6,0,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Neisseriales|Chromobacteriaceae|Aquaspirillum|Aquaspirillum sp. LM1,1,0,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Neisseriales|Chromobacteriaceae|Microvirgula|Microvirgula aerodenitrificans,1,0,9
Bacteria|NA|Proteobacteria|Betaproteobacteria|Neisseriales|Chromobacteriaceae|Aquitalea|Aquitalea sp. THG-DN7.12,1,0,1
Bacteria|NA|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae|Neisseria,3,1,1
Bacteria|NA|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae|Neisseria|Neisseria gonorrhoeae,11,2,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae|Neisseria|Neisseria animaloris,7,6,5
Bacteria|NA|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae|Neisseria|Neisseria brasiliensis,3,0,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae|Neisseria|Neisseria sp. oral taxon 014,1,0,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae|Neisseria|Neisseria sp. KEM232,1,0,2
Bacteria|NA|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae|Neisseria|Neisseria mucosa,2,0,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae|Neisseria|Neisseria lactamica,1,2,1
Bacteria|NA|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae|Neisseria|Neisseria chenwenguii,1,1,11
Bacteria|NA|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae|Neisseria|Neisseria zalophi,1,0,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae|Vitreoscilla|Vitreoscilla sp. C1,2,0,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae|Vitreoscilla|Vitreoscilla filiformis,1,1,3
Bacteria|NA|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae|Snodgrassella|Snodgrassella alvi,2,0,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae|Kingella|Kingella kingae,1,0,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Nitrosomonadales,1,0,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Nitrosomonadales|Methylophilaceae|Candidatus Methylopumilus|Candidatus Methylopumilus universalis,26,37,27
Bacteria|NA|Proteobacteria|Betaproteobacteria|Nitrosomonadales|Methylophilaceae|Candidatus Methylopumilus|Candidatus Methylopumilus planktonicus,1,0,2
Bacteria|NA|Proteobacteria|Betaproteobacteria|Nitrosomonadales|Methylophilaceae|Candidatus Methylopumilus|Candidatus Methylopumilus turicensis,1,0,1
Bacteria|NA|Proteobacteria|Betaproteobacteria|Nitrosomonadales|Methylophilaceae|Methylophilus|Methylophilus medardicus,24,38,32
Bacteria|NA|Proteobacteria|Betaproteobacteria|Nitrosomonadales|Methylophilaceae|Methylobacillus|Methylobacillus flagellatus,4,4,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|Nitrosomonadales|Gallionellaceae|Sulfuriferula|Sulfuriferula sp. AH1,13,21,21
Bacteria|NA|Proteobacteria|Betaproteobacteria|Nitrosomonadales|Nitrosomonadaceae|Nitrosomonas|Nitrosomonas ureae,2,3,5
Bacteria|NA|Proteobacteria|Betaproteobacteria|Nitrosomonadales|Nitrosomonadaceae|Nitrosomonas|Nitrosomonas europaea,1,1,14
Bacteria|NA|Proteobacteria|Betaproteobacteria|Nitrosomonadales|Thiobacillaceae|Sulfuritortus|Sulfuritortus calidifontis,1,0,1
Bacteria|NA|Proteobacteria|Betaproteobacteria|Nitrosomonadales|Sterolibacteriaceae|Methyloversatilis|Methyloversatilis sp. RAC08,1,0,0
Bacteria|NA|Proteobacteria|Betaproteobacteria|NA|NA|Candidatus Profftella|Candidatus Profftella armatura,26,35,35
Bacteria|NA|Proteobacteria|Betaproteobacteria|NA|NA|Candidatus Kinetoplastibacterium|Candidatus Kinetoplastibacterium galatii,12,22,13
Bacteria|NA|Proteobacteria|Betaproteobacteria|NA|NA|Candidatus Kinetoplastibacterium|Candidatus Kinetoplastibacterium crithidii,4,7,2
Bacteria|NA|Proteobacteria|Betaproteobacteria|NA|NA|Candidatus Kinetoplastibacterium|Candidatus Kinetoplastibacterium sorsogonicusi,1,9,1
Bacteria|NA|Proteobacteria|Betaproteobacteria|NA|NA|NA|Betaproteobacteria bacterium GR16-43,9,15,30
Bacteria|NA|Proteobacteria|Betaproteobacteria|NA|NA|NA|beta proteobacterium CB,2,6,1
Bacteria|NA|Proteobacteria|Betaproteobacteria|NA|NA|Candidatus Accumulibacter|Candidatus Accumulibacter phosphatis,1,1,1
Bacteria|NA|Proteobacteria|Betaproteobacteria|NA|Casimicrobiaceae|Casimicrobium|Casimicrobium huifangae,1,0,1
Bacteria|NA|Proteobacteria|Betaproteobacteria|Rhodocyclales,1,0,1
Bacteria|NA|Proteobacteria|Betaproteobacteria|Rhodocyclales|Zoogloeaceae|Thauera|Thauera hydrothermalis,26,31,61
Bacteria|NA|Proteobacteria|Betaproteobacteria|Rhodocyclales|Zoogloeaceae|Thauera|Thauera sp. K11,1,1,2
Bacteria|NA|Proteobacteria|Betaproteobacteria|Rhodocyclales|Zoogloeaceae|Azoarcus|Azoarcus sp. SY39,1,0,1
Bacteria|NA|Proteobacteria|Betaproteobacteria|Rhodocyclales|Azonexaceae|Dechloromonas|Dechloromonas sp. HYN0024,4,1,8
Bacteria|NA|Proteobacteria|Betaproteobacteria|Rhodocyclales|Rhodocyclaceae|Azospira,2,3,2
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales,3,2,1
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter,18,11,5
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter hepaticus,40,70,59
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter sp. RM16704,36,69,62
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter jejuni,36,32,3
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter lari,12,12,20
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter avium,2,6,3
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter peloridis,2,0,0
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter coli,2,2,0
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter hominis,2,1,1
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter volucris,1,0,0
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter gracilis,1,0,0
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae,2,94,0
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Arcobacter,9,6,0
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Arcobacter|Arcobacter butzleri,9,0,1
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Arcobacter|Arcobacter cibarius,5,0,0
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Arcobacter|Arcobacter cryaerophilus,4,59,2
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Arcobacter|Arcobacter pacificus,3,28,8
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Arcobacter|Arcobacter nitrofigilis,2,45,1
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Arcobacter|Arcobacter halophilus,2,1,0
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Arcobacter|Arcobacter canalis,1,0,0
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Sulfurospirillum|Sulfurospirillum sp. JPD-1,8,5,12
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Sulfurospirillum|Sulfurospirillum sp. UCH001,1,0,0
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Helicobacteraceae|Sulfurimonas,3,1,6
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Helicobacteraceae|Sulfurimonas|Sulfurimonas sp. 1-1N,12,15,26
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Helicobacteraceae|Sulfurimonas|Sulfurimonas autotrophica,3,1,0
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Helicobacteraceae|Sulfurimonas|Sulfurimonas gotlandica,1,1,2
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Helicobacteraceae|Helicobacter|Helicobacter pylori,12,32,3
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Helicobacteraceae|Helicobacter|Helicobacter cetorum,3,0,0
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Helicobacteraceae|Helicobacter|Helicobacter pullorum,1,0,0
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|NA|NA|Nitratiruptor|Nitratiruptor sp. SB155-2,1,6,0
Bacteria|NA|Proteobacteria|Epsilonproteobacteria|Nautiliales|Nautiliaceae|Nautilia|Nautilia profundicola,1,0,6
Bacteria|NA|Proteobacteria|Deltaproteobacteria|Myxococcales,4,3,3
Bacteria|NA|Proteobacteria|Deltaproteobacteria|Myxococcales|Anaeromyxobacteraceae|Anaeromyxobacter,1,1,3
Bacteria|NA|Proteobacteria|Deltaproteobacteria|Myxococcales|Anaeromyxobacteraceae|Anaeromyxobacter|Anaeromyxobacter sp. K,18,23,48
Bacteria|NA|Proteobacteria|Deltaproteobacteria|Myxococcales|Myxococcaceae,2,3,2
Bacteria|NA|Proteobacteria|Deltaproteobacteria|Myxococcales|Myxococcaceae|Myxococcus|Myxococcus stipitatus,1,0,2
Bacteria|NA|Proteobacteria|Deltaproteobacteria|Myxococcales|Polyangiaceae|Sorangium|Sorangium cellulosum,6,50,18
Bacteria|NA|Proteobacteria|Deltaproteobacteria|Myxococcales|Polyangiaceae|Chondromyces|Chondromyces crocatus,2,1,0
Bacteria|NA|Proteobacteria|Deltaproteobacteria|Myxococcales|Labilitrichaceae|Labilithrix|Labilithrix luteola,2,3,1
Bacteria|NA|Proteobacteria|Deltaproteobacteria|Myxococcales|Sandaracinaceae|Sandaracinus|Sandaracinus amylolyticus,1,1,1
Bacteria|NA|Proteobacteria|Deltaproteobacteria|Myxococcales|Kofleriaceae|Haliangium|Haliangium ochraceum,2,0,0
Bacteria|NA|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfovibrionaceae|Lawsonia|Lawsonia intracellularis,16,34,31
Bacteria|NA|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfovibrionaceae|Desulfovibrio|Desulfovibrio gigas,6,0,1
Bacteria|NA|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfovibrionaceae|Desulfovibrio|Desulfovibrio salexigens,6,5,4
Bacteria|NA|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfovibrionaceae|Desulfovibrio|Desulfovibrio carbinolicus,3,0,2
Bacteria|NA|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfovibrionaceae|Pseudodesulfovibrio|Pseudodesulfovibrio profundus,1,0,1
Bacteria|NA|Proteobacteria|Deltaproteobacteria|Desulfobacterales|Desulfobacteraceae|Desulfosarcina,1,0,0
Bacteria|NA|Proteobacteria|Deltaproteobacteria|Desulfobacterales|Desulfobacteraceae|Desulfosarcina|Desulfosarcina ovata,1,1,2
Bacteria|NA|Proteobacteria|Deltaproteobacteria|Desulfobacterales|Desulfobacteraceae|Desulfococcus|Desulfococcus oleovorans,1,0,0
Bacteria|NA|Proteobacteria|Deltaproteobacteria|Desulfobacterales|Desulfobulbaceae|Desulfobulbus|Desulfobulbus oralis,2,1,0
Bacteria|NA|Proteobacteria|Deltaproteobacteria|Desulfuromonadales|Desulfuromonadaceae|Desulfuromonas|Desulfuromonas soudanensis,1,0,1
Bacteria|NA|Proteobacteria|Deltaproteobacteria|Desulfuromonadales|Desulfuromonadaceae|Desulfuromonas|Desulfuromonas sp. DDH964,1,4,4
Bacteria|NA|Proteobacteria|Oligoflexia|Bdellovibrionales|Bdellovibrionaceae|Bdellovibrio|Bdellovibrio sp. ZAP7,35,65,51
Bacteria|NA|Proteobacteria|Oligoflexia|Bdellovibrionales|Bdellovibrionaceae|Bdellovibrio|Bdellovibrio sp. NC01,2,0,2
Bacteria|NA|Proteobacteria|Oligoflexia|Bdellovibrionales|Bdellovibrionaceae|Bdellovibrio|Bdellovibrio bacteriovorus,9,2,2
Bacteria|NA|Proteobacteria|Oligoflexia|Silvanigrellales|NA|NA|Silvanigrellales bacterium RF1110005,1,0,2
Bacteria|NA|Proteobacteria|Acidithiobacillia|Acidithiobacillales|Acidithiobacillaceae|Acidithiobacillus,3,1,1
Bacteria|NA|Proteobacteria|Acidithiobacillia|Acidithiobacillales|Acidithiobacillaceae|Acidithiobacillus|Acidithiobacillus ferrooxidans,1,0,0
Bacteria|NA|Proteobacteria|Acidithiobacillia|Acidithiobacillales|Acidithiobacillaceae|Acidithiobacillus|Acidithiobacillus caldus,1,1,4
Bacteria|NA|Proteobacteria|Acidithiobacillia|Acidithiobacillales|Acidithiobacillaceae|Acidithiobacillus|Acidithiobacillus ferrivorans,1,0,0
Bacteria|NA|Firmicutes,9019,57863,9809
Bacteria|NA|Firmicutes|Bacilli,7024,9881,6458
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales,7549,21465,8816
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae,1421,6551,2951
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus,483139,874141,1500104
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus pasteurianus,1119517,155401,39223
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus infantarius,168824,948889,464420
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus sp. CNU 77-61,10760,52943,28777
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus sp. CNU G3,10261,52663,27228
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus sp. HSISB1,2308,5491,7461
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus sp. 116-D4,172,394,907
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus sp. Z15,151,173,364
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus sp. oral taxon 431,106,145,803
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus sp. DAT741,105,519,71
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus sp. A12,52,236,65
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus sp. NCTC 11567,37,3,0
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus sp. I-P16,16,90,46
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus sp. HSISS2,16,11,97
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus sp. HSISS3,12,155,210
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus sp. HSISS1,5,0,0
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus sp. NPS 308,3,276,2230
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus sp. FDAARGOS_520,3,1,0
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus sp. NCTC 10228,2,294,11
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus sp. HSISM1,2,14,40
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus sp. LPB0220,2,5,46
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus sp. 1643,1,222,2482
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus sp. FDAARGOS_192,1,1,16
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus gallolyticus,29903,45584,19299
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus lutetiensis,21459,16365,166485
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus equinus,16138,33004,51570
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus thermophilus,5438,32987,13861
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus suis,3950,11289,4233
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus macedonicus,2669,16181,5776
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus agalactiae,1794,8602,2242
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus dysgalactiae,1492,16378,2044
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus equi,285,1764,1121
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus ruminantium,1166,15,2
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus pyogenes,1020,14837,556
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus urinalis,755,818,1157
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus canis,624,2667,456
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus pneumoniae,600,4922,3937
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus ferus,558,3138,437
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus anginosus,284,944,489
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus intermedius,158,515,1068
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus constellatus,57,698,64
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus parauberis,394,772,599
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus gordonii,266,498,1203
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus parasanguinis,256,213,126
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus halotolerans,246,409,410
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus pluranimalium,237,1095,632
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus cristatus,236,271,443
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus salivarius,233,844,523
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus pantholopis,199,276,296
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus ratti,157,112,66
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus porcinus,147,1386,2316
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus himalayensis,130,14,97
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus vestibularis,119,252,153
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus acidominimus,109,1249,133
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus respiraculi,106,105,27
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus iniae,106,241,258
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus pseudoporcinus,105,3616,3
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus oralis,103,4056,39526
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus sanguinis,95,132,359
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus mitis,88,687,2199
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus troglodytae,75,37,116
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus mutans,71,96,218
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus merionis,69,143,108
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus milleri,50,13,23
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus uberis,50,64,172
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus sobrinus,33,103,39
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus australis,32,298,2522
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus marmotae,17,194,56
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus koreensis,8,27,105
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus gwangjuense,7,67,627
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus pseudopneumoniae,4,59,211
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus periodonticum,2,1,3
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus viridans,1,4,62
Bacteria|NA|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Lactococcus,1560,1251,436
