,cipbeta5_S3,cipbeta5_S2,cipbeta5_S1
Bacteria|NA|Cyanobacteria|NA|Synechococcales|Leptolyngbyaceae|Leptolyngbya|Leptolyngbya sp. O-77,0,134,0
Bacteria|NA|Cyanobacteria|NA|Synechococcales|Leptolyngbyaceae|Leptolyngbya|Leptolyngbya sp. NIES-3755,0,6,1
Bacteria|NA|Cyanobacteria|NA|Synechococcales|Leptolyngbyaceae|Leptolyngbya|Leptolyngbya sp. PCC 7376,0,4,8
Bacteria|NA|Cyanobacteria|NA|Synechococcales|Prochloraceae|Prochlorococcus,0,1,0
Bacteria|NA|Cyanobacteria|NA|Synechococcales|Merismopediaceae|Synechocystis|Synechocystis sp. PCC 6714,0,1,0
Bacteria|NA|Cyanobacteria|NA|Nostocales,0,1,4
Bacteria|NA|Cyanobacteria|NA|Nostocales|Calotrichaceae|Calothrix|Calothrix sp. PCC 7507,0,48,2
Bacteria|NA|Cyanobacteria|NA|Nostocales|Calotrichaceae|Calothrix|Calothrix sp. NIES-2100,0,2,5
Bacteria|NA|Cyanobacteria|NA|Nostocales|Calotrichaceae|Calothrix|Calothrix sp. NIES-2098,0,1,0
Bacteria|NA|Cyanobacteria|NA|Nostocales|Nostocaceae|Nostoc|Nostoc sp. ATCC 53789,0,5,0
Bacteria|NA|Cyanobacteria|NA|Nostocales|Nostocaceae|Nostoc|Nostoc punctiforme,0,6,0
Bacteria|NA|Cyanobacteria|NA|Nostocales|Nostocaceae|Nostoc|Nostoc flagelliforme,0,1,0
Bacteria|NA|Cyanobacteria|NA|Nostocales|Nostocaceae|Anabaena|Anabaena sp. WA102,0,1,4
Bacteria|NA|Cyanobacteria|NA|Nostocales|Nostocaceae|Trichormus|Trichormus azollae,0,1,1
Bacteria|NA|Cyanobacteria|NA|Nostocales|Aphanizomenonaceae|Sphaerospermopsis|Sphaerospermopsis kisseleviana,0,1,2
Bacteria|NA|Cyanobacteria|NA|Nostocales|Scytonemataceae|Scytonema|Scytonema sp. HK-05,0,1,2
Bacteria|NA|Cyanobacteria|NA|Nostocales|NA|NA|Nostocales cyanobacterium HT-58-2,0,1,3
Bacteria|NA|Cyanobacteria|NA|Chroococcales|Chroococcaceae|Geminocystis|Geminocystis herdmanii,0,2,3
Bacteria|NA|Cyanobacteria|NA|Chroococcales|Aphanothecaceae|Gloeothece|Gloeothece verrucosa,0,3,0
Bacteria|NA|Cyanobacteria|NA|Oscillatoriales|Gomontiellaceae|Crinalium|Crinalium epipsammum,0,21,0
Bacteria|NA|Cyanobacteria|NA|Oscillatoriales|Microcoleaceae|Microcoleus|Microcoleus sp. PCC 7113,0,5,0
Bacteria|NA|Cyanobacteria|NA|Oscillatoriales|Microcoleaceae|Planktothrix|Planktothrix agardhii,0,3,2
Bacteria|NA|Cyanobacteria|NA|Oscillatoriales|Cyanothecaceae|Cyanothece|Cyanothece sp. PCC 7425,0,4,0
Bacteria|NA|Cyanobacteria|NA|NA|NA|NA|cyanobacterium endosymbiont of Rhopalodia gibberula,0,4,4
Bacteria|NA|Cyanobacteria|NA|Pleurocapsales|Dermocarpellaceae|Stanieria,0,1,0
Bacteria|NA|Cyanobacteria|Gloeobacteria|Gloeobacterales|Gloeobacteraceae|Gloeobacter|Gloeobacter violaceus,0,1,0
Bacteria|NA|Deinococcus-Thermus|Deinococci|Deinococcales|Deinococcaceae|Deinococcus|Deinococcus actinosclerus,0,1,2
Bacteria|NA|Deinococcus-Thermus|Deinococci|Thermales|Thermaceae|Thermus|Thermus oshimai,0,1,0
Bacteria|NA|Chloroflexi,0,1,0
Bacteria|NA|Chloroflexi|Dehalococcoidia|Dehalococcoidales|Dehalococcoidaceae|Dehalococcoides|Dehalococcoides mccartyi,0,2,4
Bacteria|NA|Chloroflexi|Thermomicrobia|Thermomicrobiales|Thermomicrobiaceae|Thermomicrobium|Thermomicrobium roseum,0,1,1
Bacteria|NA|Chloroflexi|Ktedonobacteria|Ktedonobacterales|Ktedonosporobacteraceae|Ktedonosporobacter|Ktedonosporobacter rubrisoli,0,2,2
Bacteria|NA|Chloroflexi|Anaerolineae|Anaerolineales|Anaerolineaceae|Anaerolinea|Anaerolinea thermophila,0,1,0
Bacteria|NA|Chloroflexi|Ardenticatenia|Ardenticatenales|Ardenticatenaceae|Candidatus Promineofilum|Candidatus Promineofilum breve,0,1,1
Bacteria|NA|Chloroflexi|Tepidiformia|Tepidiformales|Tepidiformaceae|Tepidiforma|Tepidiforma bonchosmolovskayae,0,1,0
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae,0,3,0
Bacteria|NA|Bacteroidetes|Bacteroidia|Marinilabiliales|Marinifilaceae|Labilibaculum|Labilibaculum antarcticum,0,1,5
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales,0,1,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium crassostreae,0,5,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium sp. 140616W15,0,2,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium sp. XS-5,0,2,15
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium branchiophilum,0,1,2
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium psychrophilum,0,1,1
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium magnum,0,1,8
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Polaribacter|Polaribacter sp. Hel1_33_78,0,1,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Polaribacter|Polaribacter sp. BM10,0,1,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Polaribacter|Polaribacter vadi,0,2,5
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Polaribacter|Polaribacter reichenbachii,0,1,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Chryseobacterium|Chryseobacterium sp. G0186,0,17,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Chryseobacterium|Chryseobacterium sp. 6424,0,1,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Chryseobacterium|Chryseobacterium sp. 3008163,0,1,2
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Chryseobacterium|Chryseobacterium sp. G0162,0,1,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Chryseobacterium|Chryseobacterium sp. H3001,0,1,1
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Chryseobacterium|Chryseobacterium sp. POL2,0,1,1
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Chryseobacterium|Chryseobacterium arthrosphaerae,0,3,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Chryseobacterium|Chryseobacterium shandongense,0,3,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Chryseobacterium|Chryseobacterium jeonii,0,2,1
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Algibacter|Algibacter sp. L3A6,0,1,3
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Cellulophaga,0,2,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Myroides|Myroides odoratus,0,2,3
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Myroides|Myroides odoratimimus,0,2,3
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Formosa|Formosa sp. Hel1_31_208,0,2,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Formosa|Formosa sp. L2A11,0,1,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Formosa|Formosa agariphila,0,2,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Capnocytophaga|Capnocytophaga sp. oral taxon 864,0,1,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Capnocytophaga|Capnocytophaga haemolytica,0,1,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Capnocytophaga|Capnocytophaga leadbetteri,0,1,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Salegentibacter,0,10,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Kordia|Kordia antarctica,0,1,1
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Elizabethkingia,0,2,7
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Elizabethkingia|Elizabethkingia meningoseptica,0,4,1
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Maribacter,0,2,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Maribacter|Maribacter sp. T28,0,3,7
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Maribacter|Maribacter sp. 1_2014MBL_MicDiv,0,2,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Gramella|Gramella sp. MAR_2010_147,0,1,4
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Gramella|Gramella sp. MAR_2010_102,0,1,1
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Nonlabens|Nonlabens sp. Hel1_33_55,0,1,1
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Nonlabens|Nonlabens marinus,0,1,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|NA|Flavobacteriaceae bacterium F202Z8,0,2,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|NA|Flavobacteriaceae bacterium MAR_2010_188,0,1,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Dokdonia|Dokdonia sp. Dokd-P16,0,2,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Lacinutrix|Lacinutrix sp. Bg11-31,0,2,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Tamlana|Tamlana sp. UJ94,0,1,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Mariniflexile|Mariniflexile sp. TRM1-10,0,1,3
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Gilvibacter|Gilvibacter sp. SZ-19,0,1,1
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Marinirhabdus|Marinirhabdus gelatinilytica,0,1,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Muricauda|Muricauda ruestringensis,0,1,3
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Blattabacteriaceae|Blattabacterium|Blattabacterium punctulatus,0,95,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Blattabacteriaceae|Blattabacterium|Blattabacterium sp. (Blatta orientalis),0,16,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Crocinitomicaceae|Fluviicola|Fluviicola taffensis,0,3,3
Bacteria|NA|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Sphingobacterium|Sphingobacterium psychroaquaticum,0,3,0
Bacteria|NA|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Sphingobacterium|Sphingobacterium daejeonense,0,1,1
Bacteria|NA|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Pedobacter|Pedobacter sp. CJ43,0,4,2
Bacteria|NA|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Pedobacter|Pedobacter steynii,0,2,1
Bacteria|NA|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Pedobacter|Pedobacter heparinus,0,1,1
Bacteria|NA|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Mucilaginibacter|Mucilaginibacter ginsenosidivorans,0,2,0
Bacteria|NA|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Anseongella|Anseongella ginsenosidimutans,0,1,1
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Cytophagaceae|Spirosoma,0,2,1
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Cytophagaceae|Runella|Runella sp. HYN0085,0,1,2
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Cytophagaceae|Dyadobacter|Dyadobacter sp. 32,0,1,7
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Hymenobacteraceae|Hymenobacter|Hymenobacter sp. BRD72,0,2,3
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Hymenobacteraceae|Hymenobacter|Hymenobacter sp. PAMC 26554,0,1,2
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Hymenobacteraceae|Pontibacter|Pontibacter actiniarum,0,2,1
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Cyclobacteriaceae|Cyclobacterium|Cyclobacterium marinum,0,4,0
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Cyclobacteriaceae|Echinicola|Echinicola sp. LN3S3,0,1,1
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Bernardetiaceae|Bernardetia|Bernardetia litoralis,0,8,74
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|NA|NA|Cytophagales bacterium TFI 002,0,1,0
Bacteria|NA|Bacteroidetes|Chitinophagia|Chitinophagales|Chitinophagaceae,0,1,0
Bacteria|NA|Bacteroidetes|Chitinophagia|Chitinophagales|Chitinophagaceae|Chitinophaga|Chitinophaga caeni,0,2,10
Bacteria|NA|Bacteroidetes|Chitinophagia|Chitinophagales|Chitinophagaceae|Arachidicoccus|Arachidicoccus sp. BS20,0,5,1
Bacteria|NA|Bacteroidetes|Chitinophagia|Chitinophagales|Chitinophagaceae|Niastella|Niastella koreensis,0,3,1
Bacteria|NA|Bacteroidetes|Saprospiria|Saprospirales|Haliscomenobacteraceae|Haliscomenobacter|Haliscomenobacter hydrossis,0,64,1
Bacteria|NA|Bacteroidetes|Saprospiria|Saprospirales|Saprospiraceae|Saprospira|Saprospira grandis,0,2,1
Bacteria|NA|Bacteroidetes|Saprospiria|Bacteroidetes Order II. Incertae sedis|Rhodothermaceae|Rhodothermus|Rhodothermus marinus,0,1,0
Bacteria|NA|Bacteroidetes|Saprospiria|Bacteroidetes Order II. Incertae sedis|Rhodothermaceae,0,1,0
Bacteria|NA|Chlorobi|Chlorobia|Chlorobiales|Chlorobiaceae|Prosthecochloris|Prosthecochloris sp. CIB 2401,0,1,5
Bacteria|NA|Chlorobi|Chlorobia|Chlorobiales|Chlorobiaceae|Chloroherpeton|Chloroherpeton thalassium,0,1,1
Bacteria|NA|Candidatus Cloacimonetes|NA|NA|NA|Candidatus Cloacimonas|Candidatus Cloacimonas acidaminovorans,0,1,0
Bacteria|NA|Fusobacteria|Fusobacteriia|Fusobacteriales,0,4,9
Bacteria|NA|Fusobacteria|Fusobacteriia|Fusobacteriales|Fusobacteriaceae|Fusobacterium|Fusobacterium nucleatum,0,205,2
Bacteria|NA|Fusobacteria|Fusobacteriia|Fusobacteriales|Fusobacteriaceae|Fusobacterium|Fusobacterium periodonticum,0,85,0
Bacteria|NA|Fusobacteria|Fusobacteriia|Fusobacteriales|Fusobacteriaceae|Fusobacterium|Fusobacterium gonidiaformans,0,15,0
Bacteria|NA|Fusobacteria|Fusobacteriia|Fusobacteriales|Fusobacteriaceae|Fusobacterium|Fusobacterium hwasookii,0,1,4
Bacteria|NA|Fusobacteria|Fusobacteriia|Fusobacteriales|Fusobacteriaceae|Fusobacterium|Fusobacterium sp. oral taxon 203,0,1,0
Bacteria|NA|Fusobacteria|Fusobacteriia|Fusobacteriales|Fusobacteriaceae|Ilyobacter|Ilyobacter polytropus,0,1,4
Bacteria|NA|Fusobacteria|Fusobacteriia|Fusobacteriales|Leptotrichiaceae|Leptotrichia|Leptotrichia goodfellowii,0,6,0
Bacteria|NA|Fusobacteria|Fusobacteriia|Fusobacteriales|Leptotrichiaceae|Leptotrichia|Leptotrichia buccalis,0,2,0
Bacteria|NA|Fusobacteria|Fusobacteriia|Fusobacteriales|Leptotrichiaceae|Leptotrichia|Leptotrichia trevisanii,0,1,1
Bacteria|NA|Spirochaetes|Spirochaetia|Spirochaetales|Spirochaetaceae|Treponema|Treponema denticola,0,6,2
Bacteria|NA|Spirochaetes|Spirochaetia|Spirochaetales|Spirochaetaceae|Treponema|Treponema putidum,0,3,1
Bacteria|NA|Spirochaetes|Spirochaetia|Spirochaetales|Spirochaetaceae|Treponema|Treponema sp. OMZ 838,0,3,0
Bacteria|NA|Spirochaetes|Spirochaetia|Spirochaetales|Spirochaetaceae|Sphaerochaeta|Sphaerochaeta coccoides,0,2,0
Bacteria|NA|Spirochaetes|Spirochaetia|Spirochaetales|Borreliaceae|Borrelia|Borrelia miyamotoi,0,11,0
Bacteria|NA|Spirochaetes|Spirochaetia|Spirochaetales|Borreliaceae|Borrelia|Borrelia coriaceae,0,2,0
Bacteria|NA|Spirochaetes|Spirochaetia|Spirochaetales|Borreliaceae|Borrelia|Borrelia hermsii,0,1,0
Bacteria|NA|Spirochaetes|Spirochaetia|Brachyspirales|Brachyspiraceae|Brachyspira|Brachyspira hyodysenteriae,0,6,0
Bacteria|NA|Spirochaetes|Spirochaetia|Leptospirales|Leptospiraceae|Leptospira|Leptospira borgpetersenii,0,1,0
Bacteria|NA|Planctomycetes,0,1,17
Bacteria|NA|Planctomycetes|NA|NA|NA|NA|Planctomycetes bacterium Poly30,0,1,0
Bacteria|NA|Planctomycetes|NA|NA|NA|NA|Planctomycetes bacterium Pan265,0,1,0
Bacteria|NA|Planctomycetes|NA|NA|NA|NA|Planctomycetes bacterium Pla163,0,1,1
Bacteria|NA|Planctomycetes|NA|NA|NA|NA|Planctomycetes bacterium Pla175,0,1,0
Bacteria|NA|Planctomycetes|NA|NA|NA|NA|Planctomycetes bacterium Spa11,0,1,0
Bacteria|NA|Planctomycetes|NA|NA|NA|NA|Planctomycetes bacterium ETA_A1,0,1,1
Bacteria|NA|Planctomycetes|NA|NA|NA|NA|Planctomycetes bacterium V6,0,1,0
Bacteria|NA|Planctomycetes|NA|NA|NA|NA|Planctomycetes bacterium SV_7m_r,0,1,0
Bacteria|NA|Planctomycetes|Planctomycetia,0,2,1
Bacteria|NA|Planctomycetes|Planctomycetia|Planctomycetales|Planctomycetaceae|Rubinisphaera|Rubinisphaera brasiliensis,0,1,0
Bacteria|NA|Planctomycetes|Planctomycetia|Planctomycetales|Planctomycetaceae|Fuerstia|Fuerstia marisgermanicae,0,1,1
Bacteria|NA|Planctomycetes|Planctomycetia|Gemmatales|Gemmataceae|Gemmata|Gemmata sp. SH-PL17,0,1,0
Bacteria|NA|Planctomycetes|Phycisphaerae|Sedimentisphaerales,0,1,0
Bacteria|NA|Planctomycetes|Candidatus Brocadiae|Candidatus Brocadiales|Candidatus Brocadiaceae|Candidatus Kuenenia|Candidatus Kuenenia stuttgartiensis,0,1,0
Bacteria|NA|Chlamydiae|Chlamydiia|Parachlamydiales|Simkaniaceae|Simkania|Simkania negevensis,0,6,5
Bacteria|NA|Chlamydiae|Chlamydiia|Chlamydiales|Chlamydiaceae|Chlamydia|Chlamydia trachomatis,0,5,3
Bacteria|NA|Verrucomicrobia|NA|NA|NA|NA|Verrucomicrobia bacterium S94,0,2,6
Bacteria|NA|Verrucomicrobia|NA|NA|NA|NA|Verrucomicrobia bacterium IMCC26134,0,1,0
Bacteria|NA|Thermotogae|Thermotogae|Petrotogales|Petrotogaceae|Marinitoga,0,85,0
Bacteria|NA|Thermotogae|Thermotogae|Thermotogales|Fervidobacteriaceae|Fervidobacterium|Fervidobacterium nodosum,0,12,0
Bacteria|NA|Thermotogae|Thermotogae|Thermotogales|Fervidobacteriaceae|Thermosipho|Thermosipho africanus,0,1,0
Bacteria|NA|Synergistetes|Synergistia|Synergistales|Synergistaceae|Acetomicrobium|Acetomicrobium mobile,0,1,0
Bacteria|NA|Synergistetes|Synergistia|Synergistales|Synergistaceae|Thermanaerovibrio|Thermanaerovibrio velox,0,1,0
Bacteria|NA|Synergistetes|Synergistia|Synergistales|Synergistaceae|Aminobacterium|Aminobacterium colombiense,0,1,0
Bacteria|NA|Aquificae|Aquificae|Desulfurobacteriales|Desulfurobacteriaceae,0,2,0
Bacteria|NA|Aquificae|Aquificae|Desulfurobacteriales|Desulfurobacteriaceae|Desulfurobacterium|Desulfurobacterium thermolithotrophum,0,47,2
Bacteria|NA|Aquificae|Aquificae|Aquificales,0,1,0
Bacteria|NA|Aquificae|Aquificae|Aquificales|Aquificaceae|Hydrogenobaculum|Hydrogenobaculum sp. HO,0,2,0
Bacteria|NA|Aquificae|Aquificae|Aquificales|Aquificaceae|Hydrogenobaculum|Hydrogenobaculum sp. Y04AAS1,0,1,0
Bacteria|NA|Dictyoglomi|Dictyoglomia|Dictyoglomales|Dictyoglomaceae|Dictyoglomus|Dictyoglomus turgidum,0,10,1
Bacteria|NA|Elusimicrobia|Endomicrobia|Endomicrobiales|Endomicrobiaceae|Endomicrobium|Endomicrobium proavitum,0,3,0
Bacteria|NA|Elusimicrobia|Elusimicrobia|Elusimicrobiales|Elusimicrobiaceae|Elusimicrobium|Elusimicrobium minutum,0,1,0
Bacteria|NA|Thermodesulfobacteria|Thermodesulfobacteria|Thermodesulfobacteriales|Thermodesulfobacteriaceae|Thermodesulfobacterium|Thermodesulfobacterium commune,0,1,0
Bacteria|NA|Thermodesulfobacteria|Thermodesulfobacteria|Thermodesulfobacteriales|Thermodesulfobacteriaceae|Thermodesulfatator|Thermodesulfatator indicus,0,1,5
Bacteria|NA|Acidobacteria|Acidobacteriia|Acidobacteriales|Acidobacteriaceae|Terriglobus|Terriglobus albidus,0,1,0
Bacteria|NA|Acidobacteria|Acidobacteriia|Acidobacteriales|Acidobacteriaceae|Granulicella|Granulicella mallensis,0,1,0
Bacteria|NA|Nitrospirae|Nitrospira|Nitrospirales|Nitrospiraceae|Nitrospira|Nitrospira defluvii,0,1,0
Bacteria|NA|NA|NA|NA|NA|NA|uncultured bacterium,0,1,0
Archaea|NA|Euryarchaeota|Methanococci|Methanococcales|Methanocaldococcaceae|Methanocaldococcus|Methanocaldococcus infernus,0,79,0
Archaea|NA|Euryarchaeota|Methanococci|Methanococcales|Methanocaldococcaceae|Methanocaldococcus|Methanocaldococcus jannaschii,0,10,0
Archaea|NA|Euryarchaeota|Methanococci|Methanococcales|Methanocaldococcaceae|Methanocaldococcus|Methanocaldococcus fervens,0,1,0
Archaea|NA|Euryarchaeota|Methanococci|Methanococcales|Methanococcaceae|Methanococcus,0,1,1
Archaea|NA|Euryarchaeota|Methanococci|Methanococcales|Methanococcaceae|Methanococcus|Methanococcus vannielii,0,2,2
Archaea|NA|Euryarchaeota|Methanococci|Methanococcales|Methanococcaceae|Methanococcus|Methanococcus maripaludis,0,1,1
Archaea|NA|Euryarchaeota|Methanobacteria|Methanobacteriales|Methanobacteriaceae|Methanosphaera|Methanosphaera stadtmanae,0,7,4
Archaea|NA|Euryarchaeota|Halobacteria|Halobacteriales|Halobacteriaceae|Halobacterium|Halobacterium sp. DL1,0,3,2
Archaea|NA|Euryarchaeota|Halobacteria|Halobacteriales|Halobacteriaceae|Halodesulfurarchaeum|Halodesulfurarchaeum formicicum,0,2,2
Archaea|NA|Euryarchaeota|Halobacteria|Halobacteriales|Haloarculaceae|Natronomonas|Natronomonas moolapensis,0,1,0
Archaea|NA|Euryarchaeota|Halobacteria|Haloferacales|Halorubraceae|Halohasta|Halohasta litchfieldiae,0,1,0
Archaea|NA|Euryarchaeota|Halobacteria|Haloferacales|Halorubraceae|Salinigranum|Salinigranum rubrum,0,1,0
Archaea|NA|Euryarchaeota|Halobacteria|Natrialbales|Natrialbaceae|Haloterrigena|Haloterrigena turkmenica,0,1,0
Archaea|NA|Euryarchaeota|Thermococci|Thermococcales|Thermococcaceae|Thermococcus|Thermococcus celer,0,8,0
Archaea|NA|Euryarchaeota|Thermococci|Thermococcales|Thermococcaceae|Thermococcus|Thermococcus peptonophilus,0,1,0
Archaea|NA|Thaumarchaeota|NA|Nitrosopumilales|Nitrosopumilaceae|Nitrosopumilus|Nitrosopumilus adriaticus,0,12,0
Archaea|NA|Thaumarchaeota|NA|Nitrosopumilales|Nitrosopumilaceae|Candidatus Nitrosomarinus|Candidatus Nitrosomarinus catalina,0,4,8
Archaea|NA|Thaumarchaeota|NA|NA|NA|Candidatus Nitrosotalea|Candidatus Nitrosotalea devanaterra,0,1,1
Archaea|NA|Crenarchaeota|Thermoprotei|Sulfolobales|Sulfolobaceae,0,2,0
Archaea|NA|Crenarchaeota|Thermoprotei|Sulfolobales|Sulfolobaceae|Acidianus|Acidianus hospitalis,0,1,0
Archaea|NA|Crenarchaeota|Thermoprotei|Thermoproteales|Thermoproteaceae|Caldivirga|Caldivirga maquilingensis,0,1,0
Archaea|NA|NA|NA|NA|NA|NA|anaerobic archaeon MK-D1,0,1,0
Viruses|NA|NA|NA|Caudovirales,0,2,1
Viruses|NA|NA|NA|Caudovirales|Siphoviridae|NA|Clostridium phage PhiS63,0,5,0
Viruses|NA|NA|NA|Caudovirales|Siphoviridae|NA|Streptococcus phage PH10,0,2,0
Viruses|NA|NA|NA|Caudovirales|Siphoviridae|NA|Rhodococcus phage REQ2,0,1,0
Viruses|NA|NA|NA|Caudovirales|Siphoviridae|NA|Streptococcus phage phiARI0004,0,1,0
Viruses|NA|NA|NA|Caudovirales|Siphoviridae|NA|Streptococcus phage SpSL1,0,1,0
Viruses|NA|NA|NA|Caudovirales|Siphoviridae|NA|Streptococcus phage SM1,0,1,2
Viruses|NA|NA|NA|Caudovirales|Siphoviridae|NA|Cellulophaga phage phi10:1,0,1,0
Viruses|NA|NA|NA|Caudovirales|Siphoviridae|NA|Salmonella phage vB_SosS_Oslo,0,1,0
Viruses|NA|NA|NA|Caudovirales|Siphoviridae|NA|Lactococcus phage 28201,0,1,0
Viruses|NA|NA|NA|Caudovirales|Siphoviridae|NA|Cronobacter phage ENT47670,0,1,1
Viruses|NA|NA|NA|Caudovirales|Siphoviridae|NA|Cronobacter phage ENT39118,0,1,0
