,cipdic40_S3,cipdic40_S1,cipdic40_S2
Bacteria|NA|Actinobacteria|Actinobacteria|Micrococcales|Micrococcaceae|Neomicrococcus|Neomicrococcus aestuarii,0,18,3
Bacteria|NA|Actinobacteria|Actinobacteria|Micrococcales|Micrococcaceae|Rothia|Rothia mucilaginosa,0,3,2
Bacteria|NA|Actinobacteria|Actinobacteria|Micrococcales|Micrococcaceae|Rothia|Rothia aeria,0,3,1
Bacteria|NA|Actinobacteria|Actinobacteria|Micrococcales|Brevibacteriaceae|Brevibacterium|Brevibacterium siliguriense,0,1,0
Bacteria|NA|Actinobacteria|Actinobacteria|Micrococcales|Dermatophilaceae|Dermatophilus|Dermatophilus congolensis,0,3,0
Bacteria|NA|Actinobacteria|Actinobacteria|Micrococcales|Intrasporangiaceae|Serinicoccus|Serinicoccus marinus,0,1,2
Bacteria|NA|Actinobacteria|Actinobacteria|Micrococcales|Dermabacteraceae|Brachybacterium|Brachybacterium sp. VR2415,0,3,2
Bacteria|NA|Actinobacteria|Actinobacteria|Micrococcales|Dermabacteraceae|Brachybacterium|Brachybacterium sp. SGAir0954,0,1,0
Bacteria|NA|Actinobacteria|Actinobacteria|Micrococcales|Dermabacteraceae|Dermabacter|Dermabacter vaginalis,0,3,4406
Bacteria|NA|Actinobacteria|Actinobacteria|Micrococcales|Dermabacteraceae|Dermabacter|Dermabacter hominis,0,1,19185
Bacteria|NA|Actinobacteria|Actinobacteria|Micrococcales|Dermabacteraceae|Devriesea|Devriesea agamarum,0,2,2
Bacteria|NA|Actinobacteria|Actinobacteria|Micrococcales|Cellulomonadaceae|Pseudactinotalea|Pseudactinotalea sp. HY158,0,1,0
Bacteria|NA|Actinobacteria|Actinobacteria|Micrococcales|Ruaniaceae|Ruania|Ruania sp. HY168,0,2,3
Bacteria|NA|Actinobacteria|Actinobacteria|Actinomycetales|Actinomycetaceae|Actinomyces|Actinomyces sp. oral taxon 171,0,1,1
Bacteria|NA|Actinobacteria|Actinobacteria|Actinomycetales|Actinomycetaceae|Actinomyces|Actinomyces oris,0,2,1
Bacteria|NA|Actinobacteria|Actinobacteria|Actinomycetales|Actinomycetaceae|Actinomyces|Actinomyces howellii,0,1,3
Bacteria|NA|Actinobacteria|Actinobacteria|Actinomycetales|Actinomycetaceae|Actinomyces|Actinomyces tangfeifanii,0,1,0
Bacteria|NA|Actinobacteria|Actinobacteria|Actinomycetales|Actinomycetaceae|Arcanobacterium|Arcanobacterium phocae,0,1,5
Bacteria|NA|Actinobacteria|Actinobacteria|Actinomycetales|Actinomycetaceae|Schaalia|Schaalia meyeri,0,4,4
Bacteria|NA|Actinobacteria|Actinobacteria|Actinomycetales|Actinomycetaceae|Mobiluncus|Mobiluncus curtisii,0,1,13
Bacteria|NA|Actinobacteria|Actinobacteria|Streptomycetales|Streptomycetaceae|Streptomyces|Streptomyces sp. P3,0,1,0
Bacteria|NA|Actinobacteria|Actinobacteria|Streptomycetales|Streptomycetaceae|Streptomyces|Streptomyces sp. ADI95-16,0,1,0
Bacteria|NA|Actinobacteria|Actinobacteria|Streptomycetales|Streptomycetaceae|Streptomyces|Streptomyces sp. CFMR 7,0,1,1
Bacteria|NA|Actinobacteria|Actinobacteria|Streptomycetales|Streptomycetaceae|Streptomyces|Streptomyces sp. S063,0,1,6
Bacteria|NA|Actinobacteria|Actinobacteria|Streptomycetales|Streptomycetaceae|Streptomyces|Streptomyces sp. Sge12,0,1,0
Bacteria|NA|Actinobacteria|Actinobacteria|Streptomycetales|Streptomycetaceae|Streptomyces|Streptomyces antimycoticus,0,1,0
Bacteria|NA|Actinobacteria|Actinobacteria|Streptomycetales|Streptomycetaceae|Streptomyces|Streptomyces davaonensis,0,1,0
Bacteria|NA|Actinobacteria|Actinobacteria|Streptomycetales|Streptomycetaceae|Streptomyces|Streptomyces peucetius,0,1,0
Bacteria|NA|Actinobacteria|Actinobacteria|Streptomycetales|Streptomycetaceae|Streptomyces|Streptomyces violaceoruber,0,1,0
Bacteria|NA|Actinobacteria|Actinobacteria|Streptomycetales|Streptomycetaceae|Streptomyces|Streptomyces formicae,0,1,1
Bacteria|NA|Actinobacteria|Actinobacteria|Streptomycetales|Streptomycetaceae|Streptomyces|Streptomyces lincolnensis,0,1,2
Bacteria|NA|Actinobacteria|Actinobacteria|Streptomycetales|Streptomycetaceae|Streptomyces|Streptomyces spongiicola,0,1,0
Bacteria|NA|Actinobacteria|Actinobacteria|Propionibacteriales|Propionibacteriaceae|Tessaracoccus|Tessaracoccus flavescens,0,6,0
Bacteria|NA|Actinobacteria|Actinobacteria|Propionibacteriales|Propionibacteriaceae|Acidipropionibacterium|Acidipropionibacterium virtanenii,0,1,0
Bacteria|NA|Actinobacteria|Actinobacteria|Propionibacteriales|Propionibacteriaceae|Microlunatus|Microlunatus phosphovorus,0,2,0
Bacteria|NA|Actinobacteria|Actinobacteria|Propionibacteriales|Propionibacteriaceae|Microlunatus|Microlunatus soli,0,2,3
Bacteria|NA|Actinobacteria|Actinobacteria|Propionibacteriales|Propionibacteriaceae|Pseudopropionibacterium|Pseudopropionibacterium propionicum,0,1,1
Bacteria|NA|Actinobacteria|Actinobacteria|Propionibacteriales|Nocardioidaceae|Nocardioides|Nocardioides sp. JS614,0,2,2
Bacteria|NA|Actinobacteria|Actinobacteria|Propionibacteriales|Nocardioidaceae|Nocardioides|Nocardioides sp. S-1144,0,2,0
Bacteria|NA|Actinobacteria|Actinobacteria|Propionibacteriales|Nocardioidaceae|Nocardioides|Nocardioides sp. CF8,0,1,0
Bacteria|NA|Actinobacteria|Actinobacteria|Propionibacteriales|Nocardioidaceae|Nocardioides|Nocardioides sp. R-3366,0,1,0
Bacteria|NA|Actinobacteria|Actinobacteria|Propionibacteriales|Nocardioidaceae|Nocardioides|Nocardioides humi,0,2,1
Bacteria|NA|Actinobacteria|Actinobacteria|Propionibacteriales|Nocardioidaceae|Aeromicrobium|Aeromicrobium sp. 592,0,1,1
Bacteria|NA|Actinobacteria|Actinobacteria|Propionibacteriales|Nocardioidaceae|Aeromicrobium|Aeromicrobium marinum,0,1,0
Bacteria|NA|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Amycolatopsis|Amycolatopsis sp. BJA-103,0,2,1
Bacteria|NA|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Actinoalloteichus|Actinoalloteichus hoggarensis,0,1,1
Bacteria|NA|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Actinosynnema|Actinosynnema pretiosum,0,1,0
Bacteria|NA|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Allokutzneria|Allokutzneria albata,0,1,0
Bacteria|NA|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Actinoplanes|Actinoplanes sp. OR16,0,1,3
Bacteria|NA|Actinobacteria|Actinobacteria|Streptosporangiales|Nocardiopsaceae|Thermobifida|Thermobifida fusca,0,1,2
Bacteria|NA|Actinobacteria|Actinobacteria|Candidatus Nanopelagicales|Candidatus Nanopelagicaceae|Candidatus Planktophila|Candidatus Planktophila versatilis,0,3,0
Bacteria|NA|Actinobacteria|Actinobacteria|Acidothermales|Acidothermaceae|Acidothermus|Acidothermus cellulolyticus,0,3,2
Bacteria|NA|Actinobacteria|Actinobacteria|Glycomycetales|Glycomycetaceae|Stackebrandtia|Stackebrandtia nassauensis,0,2,0
Bacteria|NA|Actinobacteria|Actinobacteria|Sporichthyales|Sporichthyaceae|Epidermidibacterium|Epidermidibacterium keratini,0,1,2
Bacteria|NA|Actinobacteria|Actinobacteria|Nakamurellales|Nakamurellaceae|Nakamurella|Nakamurella multipartita,0,1,1
Bacteria|NA|Actinobacteria|Actinobacteria|NA|NA|NA|Actinobacteria bacterium IMCC26256,0,1,1
Bacteria|NA|Actinobacteria|Coriobacteriia|Eggerthellales|Eggerthellaceae,0,6,7
Bacteria|NA|Actinobacteria|Coriobacteriia|Eggerthellales|Eggerthellaceae|Gordonibacter,0,5,0
Bacteria|NA|Actinobacteria|Coriobacteriia|Eggerthellales|Eggerthellaceae|Gordonibacter|Gordonibacter pamelaeae,0,84,22
Bacteria|NA|Actinobacteria|Coriobacteriia|Eggerthellales|Eggerthellaceae|Gordonibacter|Gordonibacter urolithinfaciens,0,4,1
Bacteria|NA|Actinobacteria|Coriobacteriia|Eggerthellales|Eggerthellaceae|Slackia|Slackia heliotrinireducens,0,2,0
Bacteria|NA|Actinobacteria|Coriobacteriia|Eggerthellales|Eggerthellaceae|Denitrobacterium|Denitrobacterium detoxificans,0,1,0
Bacteria|NA|Actinobacteria|Coriobacteriia|Coriobacteriales|Atopobiaceae,0,2,3
Bacteria|NA|Cyanobacteria|NA|Oscillatoriales|NA|NA|Oscillatoriales cyanobacterium JSC-12,0,1,0
Bacteria|NA|Cyanobacteria|NA|Chroococcales|Chroococcaceae|Chondrocystis|Chondrocystis sp. NIES-4102,0,5,1
Bacteria|NA|Cyanobacteria|NA|Chroococcales|Aphanothecaceae|Rippkaea|Rippkaea orientalis,0,4,0
Bacteria|NA|Cyanobacteria|NA|Chroococcales|Aphanothecaceae|Candidatus Atelocyanobacterium|Candidatus Atelocyanobacterium thalassa,0,2,0
Bacteria|NA|Cyanobacteria|NA|Nostocales|Nostocaceae|Nostoc|Nostoc sp. ATCC 53789,0,1,0
Bacteria|NA|Cyanobacteria|NA|Nostocales|Nostocaceae|Anabaena|Anabaena cylindrica,0,1,0
Bacteria|NA|Cyanobacteria|NA|Nostocales|Calotrichaceae|Calothrix|Calothrix sp. NIES-2100,0,1,4
Bacteria|NA|Cyanobacteria|NA|Nostocales|Calotrichaceae|Calothrix|Calothrix sp. NIES-3974,0,1,0
Bacteria|NA|Cyanobacteria|NA|Nostocales|Calotrichaceae|Calothrix|Calothrix parasitica,0,1,1
Bacteria|NA|Cyanobacteria|NA|Nostocales|Aphanizomenonaceae|Dolichospermum|Dolichospermum compactum,0,2,1
Bacteria|NA|Cyanobacteria|NA|Nostocales|Aphanizomenonaceae|Nodularia|Nodularia spumigena,0,1,0
Bacteria|NA|Cyanobacteria|NA|Nostocales|Aphanizomenonaceae|Raphidiopsis|Raphidiopsis curvata,0,1,0
Bacteria|NA|Cyanobacteria|NA|Nostocales|Hapalosiphonaceae|Fischerella|Fischerella sp. NIES-4106,0,7,0
Bacteria|NA|Cyanobacteria|NA|Nostocales|Hapalosiphonaceae|Fischerella|Fischerella sp. NIES-3754,0,1,0
Bacteria|NA|Cyanobacteria|NA|Nostocales|Rivulariaceae|Rivularia|Rivularia sp. PCC 7116,0,3,3
Bacteria|NA|Cyanobacteria|NA|Nostocales|Scytonemataceae|Scytonema|Scytonema sp. HK-05,0,1,3
Bacteria|NA|Cyanobacteria|NA|Nostocales|Scytonemataceae|Scytonema|Scytonema sp. NIES-4073,0,1,0
Bacteria|NA|Cyanobacteria|NA|Synechococcales|Synechococcaceae|Cyanobium|Cyanobium gracile,0,241,0
Bacteria|NA|Cyanobacteria|NA|Synechococcales|Synechococcaceae|Synechococcus|Synechococcus sp. KORDI-52,0,33,0
Bacteria|NA|Cyanobacteria|NA|Synechococcales|Synechococcaceae|Synechococcus|Synechococcus sp. RSCCF101,0,20,1
Bacteria|NA|Cyanobacteria|NA|Synechococcales|Synechococcaceae|Synechococcus|Synechococcus sp. SynAce01,0,3,3
Bacteria|NA|Cyanobacteria|NA|Synechococcales|Synechococcaceae|Synechococcus|Synechococcus sp. PCC 7502,0,3,32
Bacteria|NA|Cyanobacteria|NA|Synechococcales|Synechococcaceae|Synechococcus|Synechococcus sp. PCC 6312,0,2,0
Bacteria|NA|Cyanobacteria|NA|Synechococcales|Synechococcaceae|Thermosynechococcus|Thermosynechococcus sp. CL-1,0,20,0
Bacteria|NA|Cyanobacteria|NA|Synechococcales|Synechococcaceae|Thermosynechococcus|Thermosynechococcus sp. NK55a,0,1,0
Bacteria|NA|Cyanobacteria|NA|Synechococcales|Chamaesiphonaceae|Chamaesiphon|Chamaesiphon minutus,0,1,0
Bacteria|NA|Cyanobacteria|NA|Pleurocapsales|Dermocarpellaceae|Stanieria|Stanieria cyanosphaera,0,45,0
Bacteria|NA|Tenericutes|Mollicutes|Entomoplasmatales|Spiroplasmataceae|Spiroplasma|Spiroplasma gladiatoris,0,2,0
Bacteria|NA|Tenericutes|Mollicutes|Entomoplasmatales|Entomoplasmataceae|Entomoplasma|Entomoplasma freundtii,0,1,0
Bacteria|NA|Tenericutes|Mollicutes|Entomoplasmatales|Entomoplasmataceae|Entomoplasma|Entomoplasma melaleucae,0,1,0
Bacteria|NA|Tenericutes|Mollicutes|Entomoplasmatales|Entomoplasmataceae|Entomoplasma|Entomoplasma luminosum,0,1,1
Bacteria|NA|Tenericutes|Mollicutes|Entomoplasmatales|Entomoplasmataceae|Mesoplasma|Mesoplasma florum,0,2,0
Bacteria|NA|Tenericutes|Mollicutes|Mycoplasmatales|Mycoplasmataceae|Mycoplasma|Mycoplasma conjunctivae,0,12,0
Bacteria|NA|Tenericutes|Mollicutes|Mycoplasmatales|Mycoplasmataceae|Mycoplasma|Mycoplasma hyopneumoniae,0,6,0
Bacteria|NA|Tenericutes|Mollicutes|Mycoplasmatales|Mycoplasmataceae|Mycoplasma|Mycoplasma cynos,0,6,12
Bacteria|NA|Tenericutes|Mollicutes|Mycoplasmatales|Mycoplasmataceae|Mycoplasma|Mycoplasma suis,0,4,0
Bacteria|NA|Tenericutes|Mollicutes|Mycoplasmatales|Mycoplasmataceae|Mycoplasma|Mycoplasma bovoculi,0,1,0
Bacteria|NA|Tenericutes|Mollicutes|Mycoplasmatales|Mycoplasmataceae|Mycoplasma|Mycoplasma phocidae,0,1,0
Bacteria|NA|Tenericutes|Mollicutes|Mycoplasmatales|Mycoplasmataceae|Mycoplasma|Mycoplasma neurolyticum,0,1,0
Bacteria|NA|Tenericutes|Mollicutes|Mycoplasmatales|Mycoplasmataceae|Mycoplasma|Mycoplasma synoviae,0,1,5
Bacteria|NA|Tenericutes|Mollicutes|Mycoplasmatales|Mycoplasmataceae|Mycoplasma|Mycoplasma glycophilum,0,1,0
Bacteria|NA|Tenericutes|Mollicutes|Mycoplasmatales|Mycoplasmataceae|Candidatus Hepatoplasma|Candidatus Hepatoplasma crinochetorum,0,1,2
Bacteria|NA|Tenericutes|Mollicutes|Acholeplasmatales|Acholeplasmataceae|Acholeplasma|Acholeplasma palmae,0,1,6
Bacteria|NA|Chloroflexi|Dehalococcoidia|NA|NA|Dehalogenimonas|Dehalogenimonas lykanthroporepellens,0,204,0
Bacteria|NA|Chloroflexi|Anaerolineae|Anaerolineales|Anaerolineaceae|Brevefilum|Brevefilum fermentans,0,1,0
Bacteria|NA|Chloroflexi|Chloroflexia|Chloroflexales|Chloroflexaceae|Chloroflexus|Chloroflexus aggregans,0,1,2
Bacteria|NA|Chloroflexi|Thermomicrobia|Sphaerobacterales|Sphaerobacteraceae|Sphaerobacter|Sphaerobacter thermophilus,0,1,3
Bacteria|NA|Deinococcus-Thermus|Deinococci|Deinococcales|Deinococcaceae|Deinococcus|Deinococcus gobiensis,0,2,1
Bacteria|NA|Deinococcus-Thermus|Deinococci|Deinococcales|Deinococcaceae|Deinococcus|Deinococcus proteolyticus,0,1,1
Bacteria|NA|Deinococcus-Thermus|Deinococci|Deinococcales|Trueperaceae|Truepera|Truepera radiovictrix,0,1,2
Bacteria|NA|Deinococcus-Thermus|Deinococci|Thermales|Thermaceae|Thermus|Thermus oshimai,0,1,0
Bacteria|NA|Armatimonadetes|NA|NA|NA|NA|Armatimonadetes bacterium Uphvl-Ar2,0,1,1
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella sp. oral taxon 299,0,9,4
Bacteria|NA|Bacteroidetes|Bacteroidia|Marinilabiliales|Prolixibacteraceae|Draconibacterium,0,16,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales,0,1,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium,0,1,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium branchiophilum,0,76,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium magnum,0,61,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium sp. 140616W15,0,8,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium kingsejongi,0,4,2
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium pallidum,0,2,1
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Bergeyella|Bergeyella cardium,0,167,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Chryseobacterium|Chryseobacterium haifense,0,61,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Chryseobacterium|Chryseobacterium camelliae,0,19,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Chryseobacterium|Chryseobacterium sp. 6424,0,5,1
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Chryseobacterium|Chryseobacterium sp.,0,1,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Chryseobacterium|Chryseobacterium sp. 17S1E7,0,1,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Chryseobacterium|Chryseobacterium sp. NBC 122,0,1,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Chryseobacterium|Chryseobacterium piperi,0,3,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Chryseobacterium|Chryseobacterium lactis,0,2,4
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Chryseobacterium|Chryseobacterium bernardetii,0,2,1
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Chryseobacterium|Chryseobacterium taklimakanense,0,2,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Chryseobacterium|Chryseobacterium indoltheticum,0,2,3
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Capnocytophaga|Capnocytophaga sp. H2931,0,3,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Capnocytophaga|Capnocytophaga cynodegmi,0,6,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Elizabethkingia|Elizabethkingia meningoseptica,0,50,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Elizabethkingia|Elizabethkingia sp. JS20170427COW,0,5,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Polaribacter|Polaribacter sp. SA4-10,0,2,1
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Maribacter|Maribacter sp. HTCC2170,0,5,4
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|NA|Flavobacteriaceae bacterium UJ101,0,6,2
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|NA|Flavobacteriaceae bacterium,0,1,15
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Nonlabens|Nonlabens sp. MB-3u-79,0,10,1
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Nonlabens|Nonlabens sp. Hel1_33_55,0,3,11
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Nonlabens|Nonlabens spongiae,0,1,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Gramella|Gramella sp. MAR_2010_147,0,13,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Myroides|Myroides odoratus,0,8,1
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Myroides|Myroides phaeus,0,1,2
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Myroides|Myroides sp. CJ210,0,1,3
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Algibacter|Algibacter sp. L3A6,0,3,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Tenacibaculum|Tenacibaculum mesophilum,0,1,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Tenacibaculum|Tenacibaculum maritimum,0,1,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Aquimarina|Aquimarina sp. BL5,0,8,1
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flagellimonas|Flagellimonas maritima,0,7,16
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Zobellia|Zobellia galactanivorans,0,4,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Wenyingzhuangia|Wenyingzhuangia fucanilytica,0,3,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Gilvibacter|Gilvibacter sp. SZ-19,0,3,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Seonamhaeicola|Seonamhaeicola sp. S2-3,0,3,1
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Lacinutrix|Lacinutrix venerupis,0,2,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Lacinutrix|Lacinutrix sp. Bg11-31,0,1,20
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Changchengzhania|Changchengzhania lutea,0,3,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Dokdonia|Dokdonia sp. 4H-3-7-5,0,1,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Muriicola|Muriicola sp. MMS17-SY002,0,2,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Winogradskyella|Winogradskyella sp. PC-19,0,1,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Riemerella|Riemerella anatipestifer,0,2,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Arenibacter|Arenibacter algicola,0,1,1
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Muricauda|Muricauda ruestringensis,0,1,1
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Cryomorphaceae|Owenweeksia|Owenweeksia hongkongensis,0,11,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|NA|Candidatus Sulcia|Candidatus Sulcia muelleri,0,3,1
Bacteria|NA|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Sphingobacterium|Sphingobacterium lactis,0,220,0
Bacteria|NA|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Sphingobacterium|Sphingobacterium sp. B29,0,7,4
Bacteria|NA|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Sphingobacterium|Sphingobacterium hotanense,0,6,0
Bacteria|NA|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Sphingobacterium|Sphingobacterium psychroaquaticum,0,3,5
Bacteria|NA|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Mucilaginibacter,0,2,1
Bacteria|NA|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Mucilaginibacter|Mucilaginibacter sp. 14171R-50,0,3,2
Bacteria|NA|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Mucilaginibacter|Mucilaginibacter mallensis,0,33,0
Bacteria|NA|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Pedobacter,0,1,1
Bacteria|NA|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Pedobacter|Pedobacter sp. eg,0,6,8
Bacteria|NA|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Pedobacter|Pedobacter suwonensis,0,11,0
Bacteria|NA|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae|Pedobacter|Pedobacter steynii,0,1,4
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales,0,4,0
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Cytophagaceae,0,2,1
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Cytophagaceae|Fibrella,0,1,0
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Cytophagaceae|Spirosoma,0,1,0
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Cytophagaceae|Spirosoma|Spirosoma montaniterrae,0,6,0
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Cytophagaceae|Spirosoma|Spirosoma sp. I-24,0,4,3
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Cytophagaceae|Spirosoma|Spirosoma sp. KCTC 42546,0,1,0
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Cytophagaceae|Spirosoma|Spirosoma pollinicola,0,3,0
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Cytophagaceae|Runella|Runella sp. SP2,0,12,0
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Cytophagaceae|Runella|Runella sp. HYN0085,0,1,0
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Cytophagaceae|Dyadobacter|Dyadobacter fermentans,0,7,1
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Cytophagaceae|Allopseudarcicella|Allopseudarcicella aquatilis,0,4,0
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Hymenobacteraceae,0,1,0
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Hymenobacteraceae|Hymenobacter|Hymenobacter sp. DG25A,0,52,0
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Hymenobacteraceae|Hymenobacter|Hymenobacter sp. PAMC 26628,0,17,0
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Hymenobacteraceae|Hymenobacter|Hymenobacter sp. DG25B,0,1,0
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Hymenobacteraceae|Hymenobacter|Hymenobacter swuensis,0,2,0
Bacteria|NA|Bacteroidetes|Cytophagia|Cytophagales|Hymenobacteraceae|Hymenobacter|Hymenobacter jejuensis,0,1,3
