,cipmet5_S1,cipmet5_S3,cipmet5_S2
Bacteria|NA|Tenericutes|Mollicutes|Entomoplasmatales|Spiroplasmataceae|Spiroplasma|Spiroplasma litorale,2,0,9
Bacteria|NA|Tenericutes|Mollicutes|Entomoplasmatales|Spiroplasmataceae|Spiroplasma|Spiroplasma syrphidicola,1,3,4
Bacteria|NA|Tenericutes|Mollicutes|Entomoplasmatales|Spiroplasmataceae|Spiroplasma|Spiroplasma citri,1,0,0
Bacteria|NA|Tenericutes|Mollicutes|Entomoplasmatales|Entomoplasmataceae|Mesoplasma,1,0,0
Bacteria|NA|Tenericutes|Mollicutes|Entomoplasmatales|Entomoplasmataceae|Mesoplasma|Mesoplasma florum,3,7,0
Bacteria|NA|Tenericutes|Mollicutes|Entomoplasmatales|Entomoplasmataceae|Mesoplasma|Mesoplasma tabanidae,3,1,1
Bacteria|NA|Tenericutes|Mollicutes|Entomoplasmatales|Entomoplasmataceae|Mesoplasma|Mesoplasma lactucae,2,2,2
Bacteria|NA|Tenericutes|Mollicutes|Entomoplasmatales|Entomoplasmataceae|Entomoplasma|Entomoplasma freundtii,1,6,0
Bacteria|NA|Tenericutes|Mollicutes|Entomoplasmatales|Entomoplasmataceae|Entomoplasma|Entomoplasma melaleucae,1,0,6
Bacteria|NA|Tenericutes|Mollicutes|Entomoplasmatales|Entomoplasmataceae|Entomoplasma|Entomoplasma luminosum,1,0,0
Bacteria|NA|Tenericutes|Mollicutes|Acholeplasmatales|Acholeplasmataceae|Acholeplasma|Acholeplasma laidlawii,3,4,4
Bacteria|NA|Tenericutes|Mollicutes|Acholeplasmatales|Acholeplasmataceae|Acholeplasma|Acholeplasma oculi,3,14,16
Bacteria|NA|Tenericutes|Mollicutes|Acholeplasmatales|Acholeplasmataceae|Acholeplasma|Acholeplasma palmae,2,0,4
Bacteria|NA|Tenericutes|Mollicutes|Acholeplasmatales|Acholeplasmataceae|Candidatus Phytoplasma,3,9,0
Bacteria|NA|Tenericutes|Mollicutes|Acholeplasmatales|Acholeplasmataceae|Candidatus Phytoplasma|Aster yellows witches'-broom phytoplasma,1,0,0
Bacteria|NA|Tenericutes|Mollicutes|Acholeplasmatales|Acholeplasmataceae|Candidatus Phytoplasma|Candidatus Phytoplasma mali,1,0,0
Bacteria|NA|Tenericutes|NA|NA|NA|NA|Tenericutes bacterium MO-XQ,9,13,7
Bacteria|NA|Tenericutes|NA|NA|NA|NA|Tenericutes bacterium MZ-XQ,2,47,27
Bacteria|NA|Chloroflexi|Dehalococcoidia|Dehalococcoidales|Dehalococcoidaceae|Dehalococcoides,15,26,18
Bacteria|NA|Chloroflexi|Dehalococcoidia|Dehalococcoidales|Dehalococcoidaceae|Dehalococcoides|Dehalococcoides mccartyi,17,91,14
Bacteria|NA|Chloroflexi|Chloroflexia|Chloroflexales|Chloroflexaceae|Chloroflexus,1,1,0
Bacteria|NA|Chloroflexi|Chloroflexia|Chloroflexales|Roseiflexaceae|Roseiflexus|Roseiflexus castenholzii,1,0,0
Bacteria|NA|Chloroflexi|Thermomicrobia|Sphaerobacterales|Sphaerobacteraceae|Sphaerobacter|Sphaerobacter thermophilus,1,2,1
Bacteria|NA|Chloroflexi|Thermomicrobia|Thermomicrobiales|Thermomicrobiaceae|Thermomicrobium|Thermomicrobium roseum,1,0,0
Bacteria|NA|Chloroflexi|Anaerolineae|Anaerolineales|Anaerolineaceae|Pelolinea|Pelolinea submarina,2,1,0
Bacteria|NA|Chloroflexi|Caldilineae|Caldilineales|Caldilineaceae|Caldilinea|Caldilinea aerophila,1,4,1
Bacteria|NA|Chloroflexi|Ardenticatenia|Ardenticatenales|Ardenticatenaceae|Candidatus Promineofilum|Candidatus Promineofilum breve,1,1,1
Bacteria|NA|Deinococcus-Thermus|Deinococci,1,0,1
Bacteria|NA|Deinococcus-Thermus|Deinococci|Deinococcales|Deinococcaceae|Deinococcus,2,1,7
Bacteria|NA|Deinococcus-Thermus|Deinococci|Deinococcales|Deinococcaceae|Deinococcus|Deinococcus gobiensis,6,0,1
Bacteria|NA|Deinococcus-Thermus|Deinococci|Deinococcales|Deinococcaceae|Deinococcus|Deinococcus geothermalis,2,0,2
Bacteria|NA|Deinococcus-Thermus|Deinococci|Deinococcales|Deinococcaceae|Deinococcus|Deinococcus deserti,2,1,0
Bacteria|NA|Deinococcus-Thermus|Deinococci|Thermales|Thermaceae|Oceanithermus|Oceanithermus profundus,1,1,0
Bacteria|NA|Armatimonadetes|Fimbriimonadia|Fimbriimonadales|Fimbriimonadaceae|Fimbriimonas|Fimbriimonas ginsengisoli,6,1,0
Bacteria|NA|NA|NA|NA|NA|Thermobaculum|Thermobaculum terrenum,3,1,0
Bacteria|NA|Bacteroidetes,2152,1829,1377
Bacteria|NA|Bacteroidetes|Bacteroidia,36,17,16
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales,17551,20568,16991
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides,76018,99807,69389
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides dorei,200697,104968,200853
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides thetaiotaomicron,147886,117105,120610
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides uniformis,110743,166251,71070
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides ovatus,76989,112419,105209
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides fragilis,64246,130556,69966
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides sp. A1C1,29450,45503,18341
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides vulgatus,16114,16399,16413
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides xylanisolvens,13408,59630,30897
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides cellulosilyticus,13027,7140,6871
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides intestinalis,3863,2703,1207
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides caecimuris,3490,9562,5283
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides caccae,1040,3429,1343
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides salanitronis,1032,890,568
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides heparinolyticus,611,838,261
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides helcogenes,559,908,388
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides zoogleoformans,283,383,137
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides coprosuis,207,194,73
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Tannerellaceae,14,8,6
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Tannerellaceae|Parabacteroides,62466,45117,31857
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Tannerellaceae|Parabacteroides|Parabacteroides distasonis,109991,130300,82369
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Tannerellaceae|Parabacteroides|Parabacteroides sp. CT06,6575,2393,2139
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Tannerellaceae|Tannerella,20,12,4
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Tannerellaceae|Tannerella|Tannerella forsythia,58,66,21
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Tannerellaceae|Tannerella|Tannerella sp. oral taxon HOT-286,20,16,9
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Odoribacteraceae,207,129,153
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Odoribacteraceae|Butyricimonas|Butyricimonas faecalis,1046,1406,1453
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Odoribacteraceae|Odoribacter|Odoribacter splanchnicus,566,611,494
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Rikenellaceae|Alistipes,46,47,31
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Rikenellaceae|Alistipes|Alistipes communis,179,210,175
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Rikenellaceae|Alistipes|Alistipes finegoldii,168,142,112
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Rikenellaceae|Alistipes|Alistipes dispar,159,89,87
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Rikenellaceae|Alistipes|Alistipes onderdonkii,143,176,125
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Rikenellaceae|Alistipes|Alistipes shahii,102,203,124
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Rikenellaceae|Alistipes|Alistipes megaguti,90,147,78
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Rikenellaceae|Alistipes|Alistipes sp. dk3624,38,50,34
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Rikenellaceae|Mucinivorans|Mucinivorans hirudinis,32,20,6
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae,1,5,0
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Paraprevotella|Paraprevotella xylaniphila,460,904,701
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella,76,51,51
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella intermedia,108,138,126
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella scopos,15,30,7
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella fusca,11,17,9
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella oris,10,6,5
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella jejuni,9,9,4
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella melaninogenica,8,10,14
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella ruminicola,7,5,18
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella denticola,5,11,3
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella enoeca,4,5,4
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella sp. oral taxon 299,3,4,0
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella dentalis,2,1,6
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Alloprevotella|Alloprevotella sp. E39,9,9,6
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Muribaculaceae,3,0,1
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Muribaculaceae|Muribaculum,31,38,61
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Muribaculaceae|Muribaculum|Muribaculum sp. TLL-A4,139,193,127
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Muribaculaceae|Muribaculum|Muribaculum sp. H5,88,61,41
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Muribaculaceae|Muribaculum|Muribaculum intestinale,74,61,64
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Muribaculaceae|Duncaniella,112,99,59
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Muribaculaceae|NA|Muribaculaceae bacterium DSM 108610,70,74,79
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Barnesiellaceae|Barnesiella|Barnesiella viscericola,342,217,338
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas,18,3,1
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas|Porphyromonas gingivalis,85,24,17
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas|Porphyromonas crevioricanis,29,9,3
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas|Porphyromonas cangingivalis,27,9,151
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas|Porphyromonas asaccharolytica,16,16,1
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Petrimonas|Petrimonas mucosa,31,70,55
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Fermentimonas|Fermentimonas caenicola,26,42,12
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Dysgonamonadaceae|Proteiniphilum|Proteiniphilum saccharofermentans,20,11,6
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|NA|Candidatus Azobacteroides|Candidatus Azobacteroides pseudotrichonymphae,17,4,1
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|NA|NA|Bacteroidales bacterium CF,2,5,10
Bacteria|NA|Bacteroidetes|Bacteroidia|Bacteroidales|Paludibacteraceae|Paludibacter|Paludibacter propionicigenes,8,4,4
Bacteria|NA|Bacteroidetes|Bacteroidia|Marinilabiliales|Prolixibacteraceae|Draconibacterium|Draconibacterium sp. M1,29,1,0
Bacteria|NA|Bacteroidetes|Bacteroidia|Marinilabiliales|Prolixibacteraceae|Draconibacterium|Draconibacterium orientale,4,3,5
Bacteria|NA|Bacteroidetes|Bacteroidia|Marinilabiliales|Prolixibacteraceae|NA|Prolixibacteraceae bacterium WC007,3,5,4
Bacteria|NA|Bacteroidetes|Bacteroidia|Marinilabiliales|Marinilabiliaceae|Alkalitalea|Alkalitalea saponilacus,7,2,9
Bacteria|NA|Bacteroidetes|Bacteroidia|Marinilabiliales|Salinivirgaceae|Salinivirga|Salinivirga cyanobacteriivorans,7,19,19
Bacteria|NA|Bacteroidetes|Bacteroidia|Marinilabiliales|Marinifilaceae|Labilibaculum|Labilibaculum antarcticum,1,3,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae,120,137,141
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Polaribacter|Polaribacter sp. ALD11,85,88,48
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Polaribacter|Polaribacter sp. KT25b,1,0,1
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Polaribacter|Polaribacter reichenbachii,3,23,1
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Polaribacter|Polaribacter vadi,2,6,14
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Cellulophaga|Cellulophaga lytica,61,104,77
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Algibacter|Algibacter alginicilyticus,54,115,88
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Algibacter,4,0,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Algibacter|Algibacter sp. L1A34,3,27,3
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium,5,3,12
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium haoranii,9,137,136
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium sp. HYN0086,5,0,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium sp. XS-5,1,4,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium commune,6,1,2
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium gilvum,6,0,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium crocinum,6,5,4
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium anhuiense,3,1,2
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium columnare,2,6,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium branchiophilum,2,2,2
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium indicum,2,0,38
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium faecale,2,3,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium nackdongense,1,0,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium johnsoniae,1,15,29
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium nitrogenifigens,1,33,3
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium psychrophilum,1,0,2
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Chryseobacterium,10,6,4
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Chryseobacterium|Chryseobacterium sp. StRB126,3,1,2
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Chryseobacterium|Chryseobacterium sp.,2,1,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Chryseobacterium|Chryseobacterium sp. T16E-39,1,107,6
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Chryseobacterium|Chryseobacterium sp. 6424,1,1,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Chryseobacterium|Chryseobacterium sp. G0201,1,0,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Chryseobacterium|Chryseobacterium taklimakanense,10,1,3
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Chryseobacterium|Chryseobacterium shandongense,5,1,1
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Chryseobacterium|Chryseobacterium indologenes,2,14,2
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Chryseobacterium|Chryseobacterium jeonii,2,1,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Chryseobacterium|Chryseobacterium gleum,1,3,7
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Chryseobacterium|Chryseobacterium gallinarum,1,1,5
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Chryseobacterium|Chryseobacterium bernardetii,1,3,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Chryseobacterium|Chryseobacterium balustinum,1,2,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Ornithobacterium|Ornithobacterium rhinotracheale,34,36,25
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Capnocytophaga,2,6,3
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Capnocytophaga|Capnocytophaga ochracea,8,0,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Capnocytophaga|Capnocytophaga sputigena,8,6,1
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Capnocytophaga|Capnocytophaga canimorsus,5,0,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Capnocytophaga|Capnocytophaga cynodegmi,4,0,1
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Capnocytophaga|Capnocytophaga haemolytica,2,0,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Capnocytophaga|Capnocytophaga sp. oral taxon 878,2,0,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Myroides,17,17,17
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Myroides|Myroides phaeus,4,4,1
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Myroides|Myroides profundi,1,0,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Nonlabens|Nonlabens dokdonensis,10,3,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Nonlabens|Nonlabens sp. Hel1_33_55,4,5,7
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Nonlabens|Nonlabens sp. MB-3u-79,2,10,3
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Nonlabens|Nonlabens sp. MJ115,1,2,1
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Formosa|Formosa sp. Hel1_33_131,11,16,19
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Formosa|Formosa sediminum,4,0,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Formosa|Formosa agariphila,2,3,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Tenacibaculum,1,1,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Tenacibaculum|Tenacibaculum todarodis,6,1,1
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Tenacibaculum|Tenacibaculum sp. SZ-18,4,1,1
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Tenacibaculum|Tenacibaculum mesophilum,3,2,8
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Tenacibaculum|Tenacibaculum jejuense,2,13,6
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Muriicola|Muriicola sp. MMS17-SY002,12,2,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Gramella|Gramella flava,6,2,1
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Gramella|Gramella sp. MAR_2010_147,3,0,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Gramella|Gramella fulva,2,0,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Gramella|Gramella forsetii,1,0,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Winogradskyella|Winogradskyella sp. RHA_55,7,4,4
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Winogradskyella|Winogradskyella sp. PC-19,2,0,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Winogradskyella|Winogradskyella sp. PG-2,1,16,17
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Winogradskyella|Winogradskyella sp. J14-2,1,0,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Siansivirga|Siansivirga zeaxanthinifaciens,8,0,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Zunongwangia|Zunongwangia profunda,7,5,7
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Elizabethkingia,1,1,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Elizabethkingia|Elizabethkingia sp. JS20170427COW,2,0,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Elizabethkingia|Elizabethkingia sp. 2-6,1,0,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Elizabethkingia|Elizabethkingia miricola,2,1,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Gilvibacter|Gilvibacter sp. SZ-19,6,1,0
Bacteria|NA|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Euzebyella|Euzebyella marina,6,4,0
